Degree,Specialization,CGPA,JobRole,Programming,Internship,Projects,Certification,ProblemSolving
BCA,Cyber Security,7.33,Cyber Security Analyst,Python,No,3,Yes,Medium
M.Tech,CSE,6.1,DevOps Engineer,Java,No,1,Yes,Low
BCA,Finance,9.2,Business Analyst,Java,Yes,3,No,High
M.Tech,Information Security,6.04,Support Engineer,Python,No,0,Yes,Low
MCA,Software Engineering,7.01,DevOps Engineer,Java,No,2,Yes,Medium
M.Sc,Machine Learning,6.77,Data Scientist,Python,No,0,Yes,Low
MBA,IT,7.48,Support Engineer,C++,No,3,No,Medium
MBA,Business Analytics,8.09,Business Analyst,C++,Yes,2,No,Medium
MCA,Electronics,9.51,Cloud Engineer,Java,Yes,4,Yes,High
MBA,AI,9.63,AI Engineer,Python,Yes,5,Yes,High
B.Sc,Business Analytics,8.96,Business Analyst,Java,Yes,3,Yes,High
B.Sc,Information Security,7.07,Cyber Security Analyst,Python,No,3,No,Medium
B.Tech,IT,7.08,Support Engineer,Python,No,2,No,Medium
BCA,Business Analytics,8.33,Business Analyst,Python,Yes,3,Yes,Medium
BCA,CSE,6.7,DevOps Engineer,C++,No,0,No,Low
BCA,Finance,7.05,Business Analyst,Python,No,2,No,Medium
B.Tech,Data Science,7.93,Business Analyst,Python,Yes,2,Yes,Medium
B.Tech,AI,9.02,AI Engineer,Python,Yes,4,Yes,High
MBA,IT,8.7,Cloud Engineer,Python,Yes,3,No,High
MCA,Finance,9.84,Business Analyst,Java,Yes,5,Yes,High
M.Sc,Electronics,8.79,Support Engineer,Python,Yes,5,No,High
MCA,Data Science,7.72,Business Analyst,Python,Yes,2,Yes,Medium
B.Sc,Business Analytics,6.68,Business Analyst,Java,No,0,No,Low
B.Tech,Cyber Security,7.61,Cyber Security Analyst,Python,Yes,3,Yes,Medium
BBA,IT,9.46,Cloud Engineer,Python,Yes,4,Yes,High
BBA,CSE,8.36,DevOps Engineer,Python,Yes,2,Yes,Medium
MBA,Business Analytics,7.77,Business Analyst,Java,Yes,3,No,Medium
B.Sc,CSE,8.0,DevOps Engineer,Python,Yes,3,No,Medium
B.Tech,Finance,7.72,Business Analyst,Python,Yes,2,Yes,Medium
M.Sc,Data Science,7.07,Business Analyst,Python,No,2,Yes,Medium
BBA,AI,6.95,Data Scientist,Python,No,1,Yes,Low
MBA,IT,6.54,Support Engineer,Java,No,1,Yes,Low
MCA,Information Security,7.94,Cyber Security Analyst,Python,Yes,3,Yes,Medium
B.Sc,CSE,7.11,DevOps Engineer,Java,No,2,Yes,Medium
M.Sc,Data Science,7.76,Business Analyst,Python,Yes,2,Yes,Medium
MBA,Finance,9.62,Business Analyst,Python,Yes,4,No,High
MCA,Software Engineering,9.87,Software Developer,Java,Yes,3,No,High
MBA,Electronics,7.7,Support Engineer,Java,Yes,3,Yes,Medium
B.Tech,CSE,8.72,Software Developer,Python,Yes,3,No,High
B.Tech,Cyber Security,8.86,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Sc,IT,8.89,Cloud Engineer,Python,Yes,3,Yes,High
B.Tech,Cyber Security,6.39,Support Engineer,Python,No,0,Yes,Low
M.Sc,CSE,6.97,DevOps Engineer,Java,No,0,No,Low
BBA,Business Analytics,9.21,Business Analyst,C++,Yes,3,Yes,High
MBA,IT,7.61,Support Engineer,Python,Yes,2,No,Medium
M.Sc,CSE,6.72,DevOps Engineer,Java,No,1,No,Low
MBA,CSE,7.49,DevOps Engineer,Java,No,3,No,Medium
B.Tech,Finance,7.84,Business Analyst,Python,Yes,3,Yes,Medium
MCA,Electronics,7.45,Support Engineer,Java,No,2,Yes,Medium
BBA,IT,7.67,Support Engineer,Python,Yes,2,Yes,Medium
B.Sc,Information Security,9.49,Cyber Security Analyst,Python,Yes,3,No,High
MCA,AI,8.44,AI Engineer,Python,Yes,3,Yes,Medium
BCA,Electronics,6.23,Support Engineer,Java,No,0,No,Low
BBA,Electronics,7.93,Support Engineer,Python,Yes,2,No,Medium
M.Tech,CSE,9.5,Software Developer,Java,Yes,5,Yes,High
MBA,Cyber Security,6.26,Support Engineer,Python,No,0,Yes,Low
B.Sc,Electronics,6.4,Support Engineer,C++,No,1,No,Low
MCA,Cyber Security,9.11,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Sc,Cyber Security,9.05,Cyber Security Analyst,Python,Yes,3,Yes,High
B.Sc,Data Science,6.13,Business Analyst,Python,No,1,Yes,Low
MBA,Machine Learning,7.74,Data Scientist,Python,Yes,3,Yes,Medium
MCA,Cyber Security,9.47,Cyber Security Analyst,Python,Yes,3,Yes,High
BCA,Information Security,9.84,Cyber Security Analyst,Python,Yes,4,Yes,High
MCA,Information Security,7.67,Cyber Security Analyst,Python,Yes,3,No,Medium
BBA,Business Analytics,7.62,Business Analyst,Java,Yes,2,No,Medium
M.Sc,Cyber Security,9.38,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,Software Engineering,9.03,Software Developer,Java,Yes,5,Yes,High
MCA,Software Engineering,9.11,Software Developer,Java,Yes,3,Yes,High
B.Sc,Cyber Security,8.3,Cyber Security Analyst,Python,Yes,2,Yes,Medium
B.Sc,AI,8.44,AI Engineer,Python,Yes,3,Yes,Medium
BCA,Finance,7.32,Business Analyst,Python,No,3,Yes,Medium
BBA,Machine Learning,9.67,AI Engineer,Python,Yes,5,Yes,High
MCA,Information Security,8.67,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,Business Analytics,9.64,Business Analyst,C++,Yes,4,No,High
M.Sc,Machine Learning,6.85,Data Scientist,Python,No,1,Yes,Low
M.Tech,Data Science,7.76,Business Analyst,Python,Yes,2,Yes,Medium
M.Sc,CSE,9.99,Software Developer,Java,Yes,4,Yes,High
M.Tech,Software Engineering,6.62,DevOps Engineer,Java,No,1,No,Low
MBA,Business Analytics,6.62,Business Analyst,Java,No,1,Yes,Low
M.Sc,Software Engineering,9.5,Software Developer,Java,Yes,5,No,High
MBA,Machine Learning,6.16,Data Scientist,Python,No,0,Yes,Low
B.Sc,Information Security,8.02,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MCA,Data Science,9.54,Data Scientist,Python,Yes,5,Yes,High
MCA,Finance,8.0,Business Analyst,Java,Yes,3,Yes,Medium
MCA,Business Analytics,8.97,Business Analyst,Java,Yes,5,No,High
M.Tech,Business Analytics,9.59,Business Analyst,Python,Yes,3,Yes,High
MCA,Electronics,6.32,Support Engineer,Python,No,0,Yes,Low
B.Sc,Data Science,6.76,Business Analyst,Python,No,0,Yes,Low
M.Tech,Information Security,8.52,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Sc,Data Science,6.37,Business Analyst,Python,No,0,Yes,Low
M.Sc,Data Science,8.64,Data Scientist,Python,Yes,4,Yes,High
M.Tech,Data Science,9.38,Data Scientist,Python,Yes,3,Yes,High
MCA,Machine Learning,9.44,AI Engineer,Python,Yes,4,Yes,High
B.Sc,Machine Learning,8.64,AI Engineer,Python,Yes,5,Yes,High
MBA,Electronics,6.21,Support Engineer,C++,No,1,No,Low
BCA,Software Engineering,9.81,Software Developer,Java,Yes,3,Yes,High
BBA,Cyber Security,7.19,Cyber Security Analyst,Python,No,3,Yes,Medium
M.Tech,IT,6.29,Support Engineer,Python,No,1,Yes,Low
BBA,Machine Learning,7.97,Data Scientist,Python,Yes,2,Yes,Medium
B.Tech,Cyber Security,8.02,Cyber Security Analyst,Python,Yes,3,Yes,Medium
BBA,IT,8.19,Cloud Engineer,Python,Yes,3,No,Medium
M.Sc,Business Analytics,9.97,Business Analyst,C++,Yes,3,No,High
BCA,CSE,8.31,DevOps Engineer,Java,Yes,3,No,Medium
M.Sc,IT,9.57,Cloud Engineer,C++,Yes,5,No,High
B.Tech,IT,7.29,Support Engineer,Java,No,3,No,Medium
BBA,Information Security,8.26,Cyber Security Analyst,Python,Yes,3,No,Medium
M.Sc,Information Security,9.88,Cyber Security Analyst,Python,Yes,5,Yes,High
BCA,Electronics,8.37,Support Engineer,C++,Yes,3,No,Medium
MBA,Finance,9.95,Business Analyst,Python,Yes,3,Yes,High
MCA,Business Analytics,9.03,Business Analyst,Python,Yes,3,Yes,High
B.Tech,Cyber Security,9.05,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Sc,CSE,8.9,Software Developer,Java,Yes,4,Yes,High
BBA,Finance,6.5,Business Analyst,C++,No,0,No,Low
MCA,Data Science,9.82,Data Scientist,Python,Yes,5,Yes,High
BCA,Machine Learning,7.27,Data Scientist,Python,No,3,Yes,Medium
MBA,AI,8.65,AI Engineer,Python,Yes,4,Yes,High
B.Tech,Business Analytics,7.38,Business Analyst,Java,No,3,No,Medium
B.Sc,AI,7.35,Data Scientist,Python,No,3,Yes,Medium
B.Tech,Information Security,8.24,Cyber Security Analyst,Python,Yes,3,No,Medium
M.Sc,Machine Learning,8.56,AI Engineer,Python,Yes,4,Yes,High
BCA,CSE,8.15,DevOps Engineer,Python,Yes,3,Yes,Medium
M.Sc,Software Engineering,6.76,DevOps Engineer,Java,No,0,No,Low
B.Sc,Data Science,8.42,Data Scientist,Python,Yes,2,Yes,Medium
BBA,Electronics,6.78,Support Engineer,C++,No,1,No,Low
BCA,Business Analytics,8.98,Business Analyst,Java,Yes,3,Yes,High
BBA,Data Science,9.75,Data Scientist,Python,Yes,5,Yes,High
M.Tech,Cyber Security,8.2,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MBA,Electronics,7.46,Support Engineer,C++,No,3,Yes,Medium
MBA,IT,8.54,Cloud Engineer,Python,Yes,3,No,High
B.Tech,Information Security,9.22,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,Software Engineering,7.8,Software Developer,Java,Yes,3,Yes,Medium
M.Sc,IT,6.99,Support Engineer,Python,No,1,No,Low
M.Tech,Business Analytics,7.71,Business Analyst,Java,Yes,3,No,Medium
B.Sc,Electronics,8.41,Support Engineer,Java,Yes,2,No,Medium
BCA,Finance,7.85,Business Analyst,Python,Yes,2,Yes,Medium
MBA,Machine Learning,7.34,Data Scientist,Python,No,3,Yes,Medium
BBA,AI,6.92,Data Scientist,Python,No,1,Yes,Low
M.Sc,Finance,8.14,Business Analyst,Java,Yes,3,No,Medium
MBA,AI,9.42,AI Engineer,Python,Yes,3,Yes,High
B.Sc,Software Engineering,9.51,Software Developer,Java,Yes,5,No,High
MBA,CSE,9.3,Software Developer,Python,Yes,5,Yes,High
BBA,AI,6.39,Data Scientist,Python,No,0,Yes,Low
B.Tech,Information Security,9.31,Cyber Security Analyst,Python,Yes,5,No,High
B.Tech,AI,9.39,AI Engineer,Python,Yes,3,Yes,High
MCA,Finance,6.84,Business Analyst,Python,No,0,Yes,Low
MBA,Business Analytics,9.44,Business Analyst,Java,Yes,5,Yes,High
M.Sc,CSE,6.77,DevOps Engineer,Java,No,0,No,Low
B.Tech,Machine Learning,8.97,AI Engineer,Python,Yes,3,Yes,High
BCA,CSE,9.69,Software Developer,Java,Yes,4,Yes,High
MBA,Electronics,9.39,Cloud Engineer,Python,Yes,3,No,High
BBA,Business Analytics,8.27,Business Analyst,Java,Yes,3,No,Medium
MBA,Cyber Security,7.52,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Sc,Data Science,7.84,Business Analyst,Python,Yes,2,Yes,Medium
B.Sc,Machine Learning,9.66,AI Engineer,Python,Yes,3,Yes,High
MCA,AI,6.23,Data Scientist,Python,No,0,Yes,Low
M.Sc,Information Security,7.14,Cyber Security Analyst,Python,No,3,Yes,Medium
B.Sc,AI,6.03,Data Scientist,Python,No,1,Yes,Low
MBA,Electronics,6.85,Support Engineer,C++,No,0,No,Low
B.Sc,CSE,6.47,DevOps Engineer,Python,No,0,Yes,Low
B.Sc,CSE,7.67,DevOps Engineer,Java,Yes,2,Yes,Medium
BCA,Machine Learning,6.48,Data Scientist,Python,No,0,Yes,Low
B.Sc,IT,9.45,Cloud Engineer,Java,Yes,5,Yes,High
MBA,AI,7.03,Data Scientist,Python,No,2,Yes,Medium
M.Sc,Data Science,9.34,Data Scientist,Python,Yes,3,Yes,High
M.Sc,Data Science,8.32,Data Scientist,Python,Yes,2,Yes,Medium
M.Sc,CSE,8.83,Software Developer,Python,Yes,4,No,High
BCA,Finance,9.75,Business Analyst,Java,Yes,5,Yes,High
MBA,CSE,8.82,Software Developer,Python,Yes,4,No,High
BBA,Machine Learning,8.02,Data Scientist,Python,Yes,2,Yes,Medium
MCA,Software Engineering,9.12,Software Developer,Java,Yes,3,Yes,High
B.Sc,Data Science,8.36,Data Scientist,Python,Yes,2,Yes,Medium
M.Tech,CSE,8.54,Software Developer,Python,Yes,3,Yes,High
B.Sc,Machine Learning,7.61,Data Scientist,Python,Yes,3,Yes,Medium
MCA,Software Engineering,9.22,Software Developer,Java,Yes,3,No,High
MBA,Finance,8.3,Business Analyst,Python,Yes,3,No,Medium
B.Sc,Data Science,8.4,Data Scientist,Python,Yes,2,Yes,Medium
BCA,Business Analytics,7.37,Business Analyst,C++,No,3,No,Medium
B.Sc,Data Science,7.25,Business Analyst,Python,No,3,Yes,Medium
M.Sc,CSE,8.6,Software Developer,C++,Yes,5,No,High
M.Tech,AI,8.04,AI Engineer,Python,Yes,2,Yes,Medium
M.Tech,Information Security,6.59,Support Engineer,Python,No,1,Yes,Low
B.Tech,Software Engineering,6.44,DevOps Engineer,Java,No,0,Yes,Low
BBA,Software Engineering,6.68,DevOps Engineer,Java,No,0,Yes,Low
M.Sc,Cyber Security,7.94,Cyber Security Analyst,Python,Yes,2,Yes,Medium
M.Tech,Finance,7.66,Business Analyst,C++,Yes,2,Yes,Medium
B.Sc,AI,9.61,AI Engineer,Python,Yes,4,Yes,High
BBA,Machine Learning,7.47,Data Scientist,Python,No,3,Yes,Medium
M.Sc,Data Science,6.89,Business Analyst,Python,No,1,Yes,Low
BCA,Software Engineering,8.05,Software Developer,Java,Yes,2,No,Medium
M.Sc,Information Security,9.71,Cyber Security Analyst,Python,Yes,3,Yes,High
MBA,Business Analytics,7.02,Business Analyst,Java,No,2,Yes,Medium
MCA,Software Engineering,9.83,Software Developer,Java,Yes,3,No,High
BCA,Electronics,7.86,Support Engineer,C++,Yes,3,Yes,Medium
BBA,Machine Learning,7.28,Data Scientist,Python,No,3,Yes,Medium
MCA,Information Security,7.51,Cyber Security Analyst,Python,Yes,3,Yes,Medium
B.Sc,Electronics,8.54,Support Engineer,Python,Yes,3,Yes,High
M.Sc,CSE,8.8,Software Developer,Java,Yes,3,No,High
B.Sc,Electronics,7.85,Support Engineer,Java,Yes,2,Yes,Medium
BCA,Business Analytics,8.8,Business Analyst,Java,Yes,3,Yes,High
M.Sc,IT,9.7,Cloud Engineer,Java,Yes,3,Yes,High
M.Sc,Data Science,7.59,Business Analyst,Python,Yes,3,Yes,Medium
BBA,Software Engineering,9.52,Software Developer,Java,Yes,5,No,High
B.Sc,Information Security,9.52,Cyber Security Analyst,Python,Yes,3,No,High
B.Sc,Information Security,7.48,Cyber Security Analyst,Python,No,2,No,Medium
B.Sc,AI,8.81,AI Engineer,Python,Yes,3,Yes,High
BBA,Cyber Security,6.31,Support Engineer,Python,No,1,Yes,Low
B.Tech,CSE,6.8,DevOps Engineer,Python,No,0,No,Low
BBA,Machine Learning,9.64,AI Engineer,Python,Yes,4,Yes,High
MCA,Electronics,8.05,Support Engineer,Python,Yes,3,Yes,Medium
BCA,IT,8.35,Cloud Engineer,Python,Yes,3,Yes,Medium
B.Tech,Cyber Security,6.36,Support Engineer,Python,No,0,Yes,Low
MCA,Data Science,6.16,Business Analyst,Python,No,0,Yes,Low
B.Sc,Information Security,7.54,Cyber Security Analyst,Python,Yes,3,Yes,Medium
B.Tech,Finance,8.31,Business Analyst,Java,Yes,2,Yes,Medium
B.Sc,Business Analytics,9.49,Business Analyst,C++,Yes,3,Yes,High
M.Tech,Machine Learning,6.26,Data Scientist,Python,No,0,Yes,Low
MBA,Information Security,7.49,Cyber Security Analyst,Python,No,3,No,Medium
BCA,Business Analytics,7.44,Business Analyst,C++,No,3,No,Medium
BCA,IT,9.7,Cloud Engineer,C++,Yes,4,Yes,High
BBA,IT,9.03,Cloud Engineer,Python,Yes,5,Yes,High
BCA,Electronics,9.08,Cloud Engineer,C++,Yes,4,Yes,High
BBA,AI,7.11,Data Scientist,Python,No,2,Yes,Medium
MCA,Business Analytics,8.17,Business Analyst,C++,Yes,3,No,Medium
MCA,Cyber Security,6.37,Support Engineer,Python,No,1,Yes,Low
MCA,Finance,6.52,Business Analyst,Java,No,1,Yes,Low
MBA,IT,9.34,Cloud Engineer,C++,Yes,3,Yes,High
B.Sc,Information Security,8.13,Cyber Security Analyst,Python,Yes,2,Yes,Medium
BBA,Information Security,9.09,Cyber Security Analyst,Python,Yes,5,No,High
M.Tech,Business Analytics,8.67,Business Analyst,Python,Yes,5,Yes,High
BBA,Machine Learning,8.55,AI Engineer,Python,Yes,5,Yes,High
BBA,Machine Learning,7.26,Data Scientist,Python,No,2,Yes,Medium
BBA,AI,8.37,AI Engineer,Python,Yes,2,Yes,Medium
B.Sc,Software Engineering,6.2,DevOps Engineer,Java,No,0,No,Low
MCA,IT,6.53,Support Engineer,Java,No,0,No,Low
B.Tech,Cyber Security,6.78,Support Engineer,Python,No,0,Yes,Low
B.Tech,Data Science,8.97,Data Scientist,Python,Yes,4,Yes,High
BCA,Data Science,9.5,Data Scientist,Python,Yes,3,Yes,High
BBA,Software Engineering,8.16,Software Developer,Java,Yes,2,No,Medium
BBA,CSE,7.9,DevOps Engineer,Python,Yes,3,Yes,Medium
B.Tech,Information Security,8.92,Cyber Security Analyst,Python,Yes,5,Yes,High
BBA,AI,7.21,Data Scientist,Python,No,3,Yes,Medium
B.Tech,Cyber Security,9.77,Cyber Security Analyst,Python,Yes,4,Yes,High
BBA,CSE,7.0,DevOps Engineer,Java,No,2,Yes,Medium
M.Sc,Business Analytics,8.37,Business Analyst,C++,Yes,2,Yes,Medium
BBA,Electronics,8.14,Support Engineer,C++,Yes,3,No,Medium
B.Sc,Data Science,6.72,Business Analyst,Python,No,1,Yes,Low
M.Sc,Information Security,7.39,Cyber Security Analyst,Python,No,2,No,Medium
M.Sc,Data Science,7.81,Business Analyst,Python,Yes,3,Yes,Medium
MBA,Software Engineering,7.28,DevOps Engineer,Java,No,3,Yes,Medium
BCA,Data Science,7.94,Business Analyst,Python,Yes,3,Yes,Medium
BCA,Finance,8.69,Business Analyst,C++,Yes,5,No,High
M.Tech,Business Analytics,6.74,Business Analyst,C++,No,0,No,Low
MCA,Finance,7.27,Business Analyst,Java,No,3,No,Medium
MCA,Machine Learning,8.98,AI Engineer,Python,Yes,4,Yes,High
B.Sc,IT,7.35,Support Engineer,Java,No,3,No,Medium
M.Tech,AI,9.06,AI Engineer,Python,Yes,4,Yes,High
B.Tech,CSE,9.9,Software Developer,Python,Yes,3,No,High
B.Sc,AI,7.41,Data Scientist,Python,No,3,Yes,Medium
BBA,Finance,6.4,Business Analyst,Python,No,1,No,Low
MCA,Cyber Security,9.99,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Sc,Software Engineering,9.45,Software Developer,Java,Yes,3,Yes,High
BCA,Machine Learning,9.35,AI Engineer,Python,Yes,4,Yes,High
BCA,Software Engineering,6.13,DevOps Engineer,Java,No,1,Yes,Low
BBA,Business Analytics,8.68,Business Analyst,C++,Yes,3,Yes,High
MBA,Business Analytics,8.6,Business Analyst,C++,Yes,3,Yes,High
BBA,Electronics,6.9,Support Engineer,Java,No,1,No,Low
B.Tech,Business Analytics,7.31,Business Analyst,Java,No,2,No,Medium
B.Tech,Software Engineering,9.59,Software Developer,Java,Yes,5,No,High
B.Sc,Finance,7.69,Business Analyst,C++,Yes,2,Yes,Medium
MBA,IT,7.5,Support Engineer,C++,Yes,3,Yes,Medium
B.Tech,CSE,7.62,DevOps Engineer,Java,Yes,3,No,Medium
M.Sc,Machine Learning,7.41,Data Scientist,Python,No,3,Yes,Medium
BBA,Software Engineering,9.29,Software Developer,Java,Yes,3,Yes,High
MBA,Software Engineering,9.24,Software Developer,Java,Yes,3,No,High
MBA,Business Analytics,8.3,Business Analyst,C++,Yes,2,Yes,Medium
M.Sc,IT,6.37,Support Engineer,C++,No,1,No,Low
MCA,IT,8.56,Cloud Engineer,Python,Yes,4,No,High
B.Sc,Machine Learning,9.15,AI Engineer,Python,Yes,3,Yes,High
MBA,Data Science,7.3,Business Analyst,Python,No,3,Yes,Medium
M.Sc,Finance,6.01,Business Analyst,C++,No,0,No,Low
BBA,AI,6.68,Data Scientist,Python,No,0,Yes,Low
MBA,Machine Learning,7.47,Data Scientist,Python,No,2,Yes,Medium
M.Sc,Data Science,7.2,Business Analyst,Python,No,2,Yes,Medium
BCA,Finance,6.68,Business Analyst,Python,No,1,No,Low
BBA,AI,6.14,Data Scientist,Python,No,1,Yes,Low
B.Sc,Machine Learning,9.24,AI Engineer,Python,Yes,3,Yes,High
B.Sc,Information Security,8.55,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Tech,Business Analytics,6.18,Business Analyst,C++,No,1,Yes,Low
B.Sc,CSE,9.16,Software Developer,Python,Yes,4,Yes,High
M.Tech,Business Analytics,6.54,Business Analyst,C++,No,0,No,Low
M.Tech,Business Analytics,9.7,Business Analyst,Java,Yes,4,Yes,High
MBA,Machine Learning,6.96,Data Scientist,Python,No,0,Yes,Low
MBA,Business Analytics,6.63,Business Analyst,Python,No,1,No,Low
MCA,Finance,7.26,Business Analyst,C++,No,3,Yes,Medium
B.Sc,AI,8.42,AI Engineer,Python,Yes,3,Yes,Medium
BBA,Software Engineering,7.35,DevOps Engineer,Java,No,2,No,Medium
M.Tech,Electronics,8.21,Support Engineer,C++,Yes,2,Yes,Medium
B.Tech,Finance,6.27,Business Analyst,C++,No,0,Yes,Low
B.Tech,IT,6.14,Support Engineer,Java,No,0,No,Low
M.Tech,AI,6.25,Data Scientist,Python,No,0,Yes,Low
MBA,CSE,7.8,DevOps Engineer,Python,Yes,3,No,Medium
B.Tech,Software Engineering,6.1,DevOps Engineer,Java,No,1,No,Low
MBA,Data Science,8.59,Data Scientist,Python,Yes,5,Yes,High
BCA,Finance,9.84,Business Analyst,Java,Yes,4,No,High
M.Tech,IT,6.85,Support Engineer,C++,No,1,No,Low
MCA,Electronics,6.79,Support Engineer,C++,No,0,Yes,Low
BCA,IT,9.74,Cloud Engineer,Python,Yes,3,No,High
B.Sc,AI,8.78,AI Engineer,Python,Yes,4,Yes,High
B.Sc,Machine Learning,7.07,Data Scientist,Python,No,2,Yes,Medium
MBA,AI,7.62,Data Scientist,Python,Yes,3,Yes,Medium
B.Sc,Information Security,8.8,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,Data Science,7.02,Business Analyst,Python,No,3,Yes,Medium
B.Tech,Machine Learning,9.3,AI Engineer,Python,Yes,4,Yes,High
MBA,Electronics,9.18,Cloud Engineer,Java,Yes,4,No,High
M.Sc,Information Security,9.14,Cyber Security Analyst,Python,Yes,3,No,High
B.Tech,Software Engineering,9.13,Software Developer,Java,Yes,5,Yes,High
B.Tech,AI,7.14,Data Scientist,Python,No,3,Yes,Medium
M.Sc,Electronics,7.08,Support Engineer,Python,No,2,Yes,Medium
MCA,CSE,6.45,DevOps Engineer,Java,No,1,No,Low
MBA,Electronics,8.33,Support Engineer,Java,Yes,2,No,Medium
B.Sc,Data Science,9.77,Data Scientist,Python,Yes,5,Yes,High
M.Tech,Information Security,9.06,Cyber Security Analyst,Python,Yes,3,Yes,High
M.Sc,CSE,7.0,DevOps Engineer,Python,No,2,Yes,Medium
MCA,IT,8.02,Cloud Engineer,C++,Yes,2,No,Medium
M.Tech,Business Analytics,9.94,Business Analyst,Python,Yes,3,No,High
BCA,IT,9.47,Cloud Engineer,Python,Yes,4,Yes,High
B.Tech,Electronics,8.21,Support Engineer,C++,Yes,2,No,Medium
M.Tech,Software Engineering,7.02,DevOps Engineer,Java,No,3,No,Medium
M.Sc,IT,6.47,Support Engineer,Java,No,0,Yes,Low
M.Sc,Business Analytics,6.7,Business Analyst,Python,No,0,No,Low
B.Tech,Machine Learning,8.87,AI Engineer,Python,Yes,5,Yes,High
BBA,Finance,6.98,Business Analyst,Java,No,0,No,Low
M.Sc,Business Analytics,6.64,Business Analyst,C++,No,0,Yes,Low
M.Sc,Electronics,6.6,Support Engineer,Java,No,0,No,Low
MCA,Business Analytics,8.01,Business Analyst,C++,Yes,3,Yes,Medium
MBA,Electronics,8.61,Support Engineer,Python,Yes,3,Yes,High
BBA,Finance,7.68,Business Analyst,Java,Yes,3,No,Medium
BBA,Electronics,8.17,Support Engineer,Python,Yes,3,No,Medium
M.Tech,Software Engineering,6.28,DevOps Engineer,Java,No,0,Yes,Low
M.Sc,Cyber Security,6.57,Support Engineer,Python,No,1,Yes,Low
B.Sc,Finance,7.66,Business Analyst,Java,Yes,2,Yes,Medium
MBA,Software Engineering,8.01,Software Developer,Java,Yes,3,Yes,Medium
BBA,Business Analytics,8.61,Business Analyst,Python,Yes,4,No,High
M.Tech,Machine Learning,6.52,Data Scientist,Python,No,0,Yes,Low
BCA,Cyber Security,8.9,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Sc,Software Engineering,6.07,DevOps Engineer,Java,No,0,Yes,Low
MBA,CSE,6.17,DevOps Engineer,Python,No,0,No,Low
BBA,CSE,9.7,Software Developer,C++,Yes,4,Yes,High
MCA,Business Analytics,9.22,Business Analyst,Java,Yes,5,No,High
M.Tech,Cyber Security,7.17,Cyber Security Analyst,Python,No,3,Yes,Medium
MBA,IT,8.91,Cloud Engineer,Java,Yes,4,Yes,High
MBA,Cyber Security,7.16,Cyber Security Analyst,Python,No,3,Yes,Medium
MCA,Finance,6.64,Business Analyst,C++,No,0,Yes,Low
B.Tech,AI,7.18,Data Scientist,Python,No,3,Yes,Medium
BBA,Cyber Security,9.1,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,Finance,8.55,Business Analyst,Python,Yes,4,No,High
BCA,Information Security,6.52,Support Engineer,Python,No,0,Yes,Low
BCA,Electronics,7.64,Support Engineer,C++,Yes,2,Yes,Medium
BCA,Machine Learning,8.95,AI Engineer,Python,Yes,3,Yes,High
M.Tech,Business Analytics,8.94,Business Analyst,Java,Yes,4,Yes,High
MCA,Information Security,7.37,Cyber Security Analyst,Python,No,2,Yes,Medium
B.Sc,Data Science,8.48,Data Scientist,Python,Yes,2,Yes,Medium
MCA,Information Security,7.87,Cyber Security Analyst,Python,Yes,3,No,Medium
MCA,Electronics,9.79,Cloud Engineer,Python,Yes,3,Yes,High
BBA,AI,8.07,AI Engineer,Python,Yes,3,Yes,Medium
M.Sc,IT,8.21,Cloud Engineer,Java,Yes,3,No,Medium
B.Sc,Cyber Security,7.54,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MBA,Electronics,6.77,Support Engineer,Java,No,0,Yes,Low
